filename,width,height,class,xmin,ymin,xmax,ymax
seq0508_jpg.rf.660541330e0a81845035f050f48cb76b.jpg,4908,3264,WBC,4375,2420,4531,2573
seq0508_jpg.rf.660541330e0a81845035f050f48cb76b.jpg,4908,3264,WBC,4090,2134,4249,2287
seq0508_jpg.rf.660541330e0a81845035f050f48cb76b.jpg,4908,3264,RBC,3687,2614,3861,2767
seq0508_jpg.rf.660541330e0a81845035f050f48cb76b.jpg,4908,3264,RBC,1340,949,1490,1096
seq0508_jpg.rf.660541330e0a81845035f050f48cb76b.jpg,4908,3264,EPC,1,1934,552,2352
seq0443_jpg.rf.a36be2034863f44afcd7eb92002bf1f3.jpg,4908,3264,EPC,2246,1464,2650,1861
seq0443_jpg.rf.a36be2034863f44afcd7eb92002bf1f3.jpg,4908,3264,L-WBC,2438,1,2754,207
seq0443_jpg.rf.a36be2034863f44afcd7eb92002bf1f3.jpg,4908,3264,RBC,627,1,800,126
seq0443_jpg.rf.a36be2034863f44afcd7eb92002bf1f3.jpg,4908,3264,WBC,4254,630,4442,768
seq0443_jpg.rf.a36be2034863f44afcd7eb92002bf1f3.jpg,4908,3264,WBC,4719,995,4846,1134
seq0449_jpg.rf.80b017a6e3c01e717bc227cefd93cc90.jpg,4908,3264,RBC,3779,1928,3914,2075
seq0449_jpg.rf.80b017a6e3c01e717bc227cefd93cc90.jpg,4908,3264,RBC,4562,2244,4690,2382
seq0449_jpg.rf.80b017a6e3c01e717bc227cefd93cc90.jpg,4908,3264,RBC,4193,2789,4321,2920
seq0449_jpg.rf.80b017a6e3c01e717bc227cefd93cc90.jpg,4908,3264,S-RBC,3222,1852,3363,2011
seq0449_jpg.rf.80b017a6e3c01e717bc227cefd93cc90.jpg,4908,3264,S-RBC,659,497,785,648
seq0449_jpg.rf.80b017a6e3c01e717bc227cefd93cc90.jpg,4908,3264,RBC,447,1180,579,1303
seq0449_jpg.rf.80b017a6e3c01e717bc227cefd93cc90.jpg,4908,3264,WBC,2866,2998,2993,3120
seq0449_jpg.rf.80b017a6e3c01e717bc227cefd93cc90.jpg,4908,3264,S-RBC,556,2505,661,2641
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,WBC,2948,404,3092,536
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,WBC,2763,522,2905,656
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,WBC,2027,824,2151,954
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,S-RBC,1422,646,1563,788
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,S-RBC,2173,1637,2310,1771
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,WBC,4656,2315,4790,2446
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,RBC,4776,1368,4898,1510
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,S-RBC,2437,2249,2576,2380
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,RBC,268,1256,390,1398
seq0487_jpg.rf.a39bca36bb1d41b70acbc574737cfb10.jpg,4908,3264,EPC,1,1559,232,1788
seq0469_jpg.rf.b34caa93450330143467945f5db64546.jpg,4908,3264,RBC,1859,692,1989,827
seq0469_jpg.rf.b34caa93450330143467945f5db64546.jpg,4908,3264,WBC,499,2227,635,2342
seq0408_jpg.rf.8b1733578f9586af03ac84ecaed23903.jpg,4908,3264,WBC,2444,356,2632,516
seq0408_jpg.rf.8b1733578f9586af03ac84ecaed23903.jpg,4908,3264,S-RBC,1276,2312,1384,2428
seq0408_jpg.rf.8b1733578f9586af03ac84ecaed23903.jpg,4908,3264,RBC,580,1976,732,2104
seq0408_jpg.rf.8b1733578f9586af03ac84ecaed23903.jpg,4908,3264,EPC,4032,3112,4356,3264
seq0391_jpg.rf.53db7c12f663cc11a604fa0038d879af.jpg,4908,3264,RBC,2081,1126,2221,1276
seq0391_jpg.rf.53db7c12f663cc11a604fa0038d879af.jpg,4908,3264,RBC,1033,680,1151,827
seq0391_jpg.rf.53db7c12f663cc11a604fa0038d879af.jpg,4908,3264,RBC,842,1915,1000,2043
seq0391_jpg.rf.53db7c12f663cc11a604fa0038d879af.jpg,4908,3264,RBC,272,2890,395,3064
seq0391_jpg.rf.53db7c12f663cc11a604fa0038d879af.jpg,4908,3264,WBC,1,1762,67,1899
seq0463_jpg.rf.82f8d6b7d252240ec18e4a9dc9b88329.jpg,4908,3264,RBC,2950,1723,3108,1860
seq0463_jpg.rf.82f8d6b7d252240ec18e4a9dc9b88329.jpg,4908,3264,RBC,4539,1614,4690,1786
seq0463_jpg.rf.82f8d6b7d252240ec18e4a9dc9b88329.jpg,4908,3264,RBC,542,2777,690,2911
seq0463_jpg.rf.82f8d6b7d252240ec18e4a9dc9b88329.jpg,4908,3264,RBC,488,2037,636,2160
seq0463_jpg.rf.82f8d6b7d252240ec18e4a9dc9b88329.jpg,4908,3264,WBC,1588,423,1725,560
seq0470_jpg.rf.e4a2dab1fe187ed5d2e672f61c2e26cf.jpg,4908,3264,RBC,1038,845,1169,988
seq0470_jpg.rf.e4a2dab1fe187ed5d2e672f61c2e26cf.jpg,4908,3264,RBC,2595,1,2751,158
seq0470_jpg.rf.e4a2dab1fe187ed5d2e672f61c2e26cf.jpg,4908,3264,RBC,2887,109,2997,216
seq0470_jpg.rf.e4a2dab1fe187ed5d2e672f61c2e26cf.jpg,4908,3264,WBC,1229,3067,1374,3209
seq0470_jpg.rf.e4a2dab1fe187ed5d2e672f61c2e26cf.jpg,4908,3264,WBC,4259,2971,4421,3158
seq0378_jpg.rf.4bdf45ab96b51544b5792e58c60a90c1.jpg,4908,3264,RBC,558,434,699,556
seq0378_jpg.rf.4bdf45ab96b51544b5792e58c60a90c1.jpg,4908,3264,RBC,1313,1429,1440,1564
seq0378_jpg.rf.4bdf45ab96b51544b5792e58c60a90c1.jpg,4908,3264,RBC,3804,1442,3950,1556
seq0378_jpg.rf.4bdf45ab96b51544b5792e58c60a90c1.jpg,4908,3264,RBC,2823,3204,2977,3264
seq0378_jpg.rf.4bdf45ab96b51544b5792e58c60a90c1.jpg,4908,3264,RBC,4829,3175,4908,3264
seq0378_jpg.rf.4bdf45ab96b51544b5792e58c60a90c1.jpg,4908,3264,WBC,4707,777,4845,904
seq0378_jpg.rf.4bdf45ab96b51544b5792e58c60a90c1.jpg,4908,3264,L-WBC,799,799,1216,1171
seq0378_jpg.rf.4bdf45ab96b51544b5792e58c60a90c1.jpg,4908,3264,WBC,2037,721,2194,858
seq0378_jpg.rf.4bdf45ab96b51544b5792e58c60a90c1.jpg,4908,3264,S-RBC,4402,629,4556,756
seq0412_jpg.rf.ab33dc629ce3c2a747fe76d34b7c5e9b.jpg,4908,3264,L-WBC,1500,2912,1779,3188
seq0412_jpg.rf.ab33dc629ce3c2a747fe76d34b7c5e9b.jpg,4908,3264,L-WBC,1464,3129,1717,3264
seq0412_jpg.rf.ab33dc629ce3c2a747fe76d34b7c5e9b.jpg,4908,3264,RBC,1064,2448,1225,2584
seq0412_jpg.rf.ab33dc629ce3c2a747fe76d34b7c5e9b.jpg,4908,3264,RBC,1849,958,1987,1102
seq0412_jpg.rf.ab33dc629ce3c2a747fe76d34b7c5e9b.jpg,4908,3264,WBC,1614,1717,1749,1875
seq0412_jpg.rf.ab33dc629ce3c2a747fe76d34b7c5e9b.jpg,4908,3264,WBC,3367,908,3508,1049
seq0412_jpg.rf.ab33dc629ce3c2a747fe76d34b7c5e9b.jpg,4908,3264,WBC,2313,302,2426,415
seq0431_jpg.rf.b7fe19a8ee8f4dc3dc26aa655e04ef69.jpg,4908,3264,S-RBC,3410,583,3580,683
seq0431_jpg.rf.b7fe19a8ee8f4dc3dc26aa655e04ef69.jpg,4908,3264,WBC,4277,1113,4450,1277
seq0431_jpg.rf.b7fe19a8ee8f4dc3dc26aa655e04ef69.jpg,4908,3264,RBC,3510,2417,3653,2543
seq0431_jpg.rf.b7fe19a8ee8f4dc3dc26aa655e04ef69.jpg,4908,3264,EPC,1873,2737,2080,2983
seq0431_jpg.rf.b7fe19a8ee8f4dc3dc26aa655e04ef69.jpg,4908,3264,EPC,1230,2737,1647,3023
seq0431_jpg.rf.b7fe19a8ee8f4dc3dc26aa655e04ef69.jpg,4908,3264,RBC,2930,1150,3060,1293
seq0431_jpg.rf.b7fe19a8ee8f4dc3dc26aa655e04ef69.jpg,4908,3264,RBC,2097,1927,2237,2077
seq0431_jpg.rf.b7fe19a8ee8f4dc3dc26aa655e04ef69.jpg,4908,3264,WBC,1670,2090,1767,2187
seq0506_jpg.rf.10439d7dfa3548b2c480f1fe005c5898.jpg,4908,3264,RBC,2940,1893,3096,2049
seq0506_jpg.rf.10439d7dfa3548b2c480f1fe005c5898.jpg,4908,3264,RBC,3131,623,3296,752
seq0506_jpg.rf.10439d7dfa3548b2c480f1fe005c5898.jpg,4908,3264,S-RBC,3299,887,3443,1020
seq0506_jpg.rf.10439d7dfa3548b2c480f1fe005c5898.jpg,4908,3264,WBC,4520,158,4664,293
seq0506_jpg.rf.10439d7dfa3548b2c480f1fe005c5898.jpg,4908,3264,WBC,3023,1428,3170,1564
seq0506_jpg.rf.10439d7dfa3548b2c480f1fe005c5898.jpg,4908,3264,WBC,2543,1973,2690,2117
seq0506_jpg.rf.10439d7dfa3548b2c480f1fe005c5898.jpg,4908,3264,S-RBC,1831,2996,1949,3178
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,L-WBC,2368,109,2716,415
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,RBC,231,2774,365,2913
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,RBC,573,721,708,844
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,S-RBC,4455,52,4582,175
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,RBC,3286,1250,3431,1379
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,WBC,4514,636,4688,834
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,RBC,3073,2081,3208,2215
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,RBC,2104,2548,2237,2677
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,WBC,1368,1256,1529,1427
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,WBC,468,612,620,729
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,L-WBC,1059,556,1205,856
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,WBC,651,3063,795,3178
seq0419_jpg.rf.cf92f598075c2ff823a5afaab07acbe8.jpg,4908,3264,WBC,702,3161,829,3259
seq0513_jpg.rf.f1049a6f973340e8da6627c73437d659.jpg,4908,3264,EPC,963,1893,1260,2240
seq0513_jpg.rf.f1049a6f973340e8da6627c73437d659.jpg,4908,3264,RBC,723,2243,880,2387
seq0513_jpg.rf.f1049a6f973340e8da6627c73437d659.jpg,4908,3264,WBC,2257,643,2397,790
seq0513_jpg.rf.f1049a6f973340e8da6627c73437d659.jpg,4908,3264,RBC,3690,910,3810,1070
seq0513_jpg.rf.f1049a6f973340e8da6627c73437d659.jpg,4908,3264,WBC,2633,103,2740,227
seq0351_jpg.rf.c48d0d3c861eab0e700690d26d92eb13.jpg,4908,3264,L-WBC,1888,1159,2171,1432
seq0351_jpg.rf.c48d0d3c861eab0e700690d26d92eb13.jpg,4908,3264,WBC,4264,843,4420,1015
seq0351_jpg.rf.c48d0d3c861eab0e700690d26d92eb13.jpg,4908,3264,RBC,821,1382,968,1524
seq0351_jpg.rf.c48d0d3c861eab0e700690d26d92eb13.jpg,4908,3264,RBC,297,2197,411,2308
seq0351_jpg.rf.c48d0d3c861eab0e700690d26d92eb13.jpg,4908,3264,RBC,982,0,1127,58
seq0411_jpg.rf.c15de0d701feaa13b06b10d064e51163.jpg,4908,3264,RBC,1415,1737,1582,1891
seq0411_jpg.rf.c15de0d701feaa13b06b10d064e51163.jpg,4908,3264,S-RBC,1849,1648,2031,1761
seq0411_jpg.rf.c15de0d701feaa13b06b10d064e51163.jpg,4908,3264,WBC,2533,876,2677,1012
seq0411_jpg.rf.c15de0d701feaa13b06b10d064e51163.jpg,4908,3264,RBC,4567,925,4703,1071
seq0411_jpg.rf.c15de0d701feaa13b06b10d064e51163.jpg,4908,3264,WBC,4326,1702,4464,1845
seq0411_jpg.rf.c15de0d701feaa13b06b10d064e51163.jpg,4908,3264,RBC,3769,2425,3941,2553
seq0411_jpg.rf.c15de0d701feaa13b06b10d064e51163.jpg,4908,3264,L-WBC,4210,2891,4562,3204
seq0411_jpg.rf.c15de0d701feaa13b06b10d064e51163.jpg,4908,3264,L-WBC,4169,3091,4431,3264
seq0484_jpg.rf.bb8992a8987d8d2ac3350128c6190bae.jpg,4908,3264,RBC,2837,2887,2997,3000
seq0484_jpg.rf.bb8992a8987d8d2ac3350128c6190bae.jpg,4908,3264,WBC,567,3010,693,3130
seq0484_jpg.rf.bb8992a8987d8d2ac3350128c6190bae.jpg,4908,3264,EPC,477,2067,837,2467
seq0484_jpg.rf.bb8992a8987d8d2ac3350128c6190bae.jpg,4908,3264,RBC,4293,947,4450,1083
seq0484_jpg.rf.bb8992a8987d8d2ac3350128c6190bae.jpg,4908,3264,EPC,1020,283,1353,557
seq0363_jpg.rf.790d98bbf300bc027e2ebc0cff584363.jpg,4908,3264,WBC,3682,775,3877,958
seq0363_jpg.rf.790d98bbf300bc027e2ebc0cff584363.jpg,4908,3264,L-WBC,2221,264,2582,558
seq0363_jpg.rf.790d98bbf300bc027e2ebc0cff584363.jpg,4908,3264,RBC,3277,1594,3427,1722
seq0363_jpg.rf.790d98bbf300bc027e2ebc0cff584363.jpg,4908,3264,RBC,2155,1547,2285,1708
seq0363_jpg.rf.790d98bbf300bc027e2ebc0cff584363.jpg,4908,3264,WBC,1518,1119,1666,1256
seq0363_jpg.rf.790d98bbf300bc027e2ebc0cff584363.jpg,4908,3264,WBC,21,1347,177,1467
seq0476_jpg.rf.04a813e67f8767a91e0243f245c93ec2.jpg,4908,3264,WBC,1377,1110,1521,1254
seq0476_jpg.rf.04a813e67f8767a91e0243f245c93ec2.jpg,4908,3264,WBC,1,1280,64,1414
seq0476_jpg.rf.04a813e67f8767a91e0243f245c93ec2.jpg,4908,3264,WBC,2295,2832,2460,2975
seq0476_jpg.rf.04a813e67f8767a91e0243f245c93ec2.jpg,4908,3264,RBC,879,1594,970,1683
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,EPC,1488,929,1828,1246
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,L-WBC,2445,1640,2716,1889
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,RBC,4759,1,4905,80
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,RBC,4510,1251,4670,1411
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,WBC,4410,2043,4565,2203
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,WBC,4228,1323,4356,1443
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,WBC,3085,3054,3222,3200
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,WBC,3193,1334,3370,1451
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,WBC,1899,2977,2036,3114
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,RBC,1910,2677,2028,2797
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,RBC,1080,238,1199,371
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,S-RBC,409,440,532,572
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,WBC,973,181,1104,310
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,WBC,418,205,533,324
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,WBC,261,450,363,555
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,WBC,182,1586,342,1724
seq0460_jpg.rf.0f8348a0222ff8149d7ab3b0f4e49c25.jpg,4908,3264,S-RBC,8,1678,140,1807
seq0381_jpg.rf.3fb6902015d08db6ea6cba7229973cd2.jpg,4908,3264,RBC,569,56,688,194
seq0381_jpg.rf.3fb6902015d08db6ea6cba7229973cd2.jpg,4908,3264,RBC,234,1721,385,1861
seq0381_jpg.rf.3fb6902015d08db6ea6cba7229973cd2.jpg,4908,3264,RBC,1540,2431,1680,2567
seq0381_jpg.rf.3fb6902015d08db6ea6cba7229973cd2.jpg,4908,3264,RBC,1869,3045,1985,3156
seq0381_jpg.rf.3fb6902015d08db6ea6cba7229973cd2.jpg,4908,3264,WBC,4264,604,4410,740
seq0381_jpg.rf.3fb6902015d08db6ea6cba7229973cd2.jpg,4908,3264,S-RBC,1867,2396,2004,2534
seq0381_jpg.rf.3fb6902015d08db6ea6cba7229973cd2.jpg,4908,3264,WBC,323,1434,458,1550
seq0504_jpg.rf.3afe6e87cc39d83a734b7bbe026953e7.jpg,4908,3264,WBC,2193,1940,2330,2077
seq0504_jpg.rf.3afe6e87cc39d83a734b7bbe026953e7.jpg,4908,3264,S-RBC,1967,2040,2100,2173
seq0504_jpg.rf.3afe6e87cc39d83a734b7bbe026953e7.jpg,4908,3264,RBC,2353,1237,2500,1387
seq0504_jpg.rf.3afe6e87cc39d83a734b7bbe026953e7.jpg,4908,3264,S-RBC,3457,1200,3590,1320
seq0504_jpg.rf.3afe6e87cc39d83a734b7bbe026953e7.jpg,4908,3264,RBC,2903,2960,3047,3083
seq0504_jpg.rf.3afe6e87cc39d83a734b7bbe026953e7.jpg,4908,3264,RBC,1817,2676,1918,2774
seq0350_jpg.rf.091ff006dd80462c9f0bcb14ad804a03.jpg,4908,3264,S-RBC,1658,326,1777,461
seq0350_jpg.rf.091ff006dd80462c9f0bcb14ad804a03.jpg,4908,3264,S-RBC,3583,2158,3677,2277
seq0350_jpg.rf.091ff006dd80462c9f0bcb14ad804a03.jpg,4908,3264,RBC,4096,1350,4237,1496
seq0350_jpg.rf.091ff006dd80462c9f0bcb14ad804a03.jpg,4908,3264,RBC,837,1861,975,1980
seq0350_jpg.rf.091ff006dd80462c9f0bcb14ad804a03.jpg,4908,3264,RBC,842,1942,961,2029
seq0350_jpg.rf.091ff006dd80462c9f0bcb14ad804a03.jpg,4908,3264,WBC,2734,2148,2856,2272
seq0350_jpg.rf.091ff006dd80462c9f0bcb14ad804a03.jpg,4908,3264,WBC,2513,3115,2691,3253
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,L-WBC,1404,941,1794,1254
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,S-RBC,472,2114,608,2250
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,S-RBC,3524,1869,3662,2003
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,S-RBC,1952,3150,2105,3264
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,EPC,143,2446,415,2766
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,WBC,1724,3031,1880,3219
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,WBC,3212,481,3349,619
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,WBC,4002,1156,4146,1297
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,S-RBC,4418,1297,4608,1431
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,WBC,818,606,1002,791
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,L-WBC,1118,1,1365,94
seq0414_jpg.rf.b2f7d94c7018934722691aae81e0b7e7.jpg,4908,3264,EPC,2707,2726,2967,2946
seq0361_jpg.rf.ecfd99901d43cbf7a8c189ac979afaaa.jpg,4908,3264,RBC,2813,1273,2936,1404
seq0361_jpg.rf.ecfd99901d43cbf7a8c189ac979afaaa.jpg,4908,3264,WBC,833,914,974,1043
seq0361_jpg.rf.ecfd99901d43cbf7a8c189ac979afaaa.jpg,4908,3264,WBC,600,1773,731,1904
seq0361_jpg.rf.ecfd99901d43cbf7a8c189ac979afaaa.jpg,4908,3264,EPC,377,1996,636,2299
seq0361_jpg.rf.ecfd99901d43cbf7a8c189ac979afaaa.jpg,4908,3264,WBC,1797,2286,1933,2448
seq0361_jpg.rf.ecfd99901d43cbf7a8c189ac979afaaa.jpg,4908,3264,WBC,3979,2481,4097,2604
seq0361_jpg.rf.ecfd99901d43cbf7a8c189ac979afaaa.jpg,4908,3264,S-RBC,4736,2240,4879,2386
seq0361_jpg.rf.ecfd99901d43cbf7a8c189ac979afaaa.jpg,4908,3264,S-RBC,3913,2814,4046,2953
seq0361_jpg.rf.ecfd99901d43cbf7a8c189ac979afaaa.jpg,4908,3264,RBC,4744,702,4854,812
seq0357_jpg.rf.c3e0c8cd91a2b1b99d374b41bc333819.jpg,4908,3264,L-WBC,929,389,1223,657
seq0357_jpg.rf.c3e0c8cd91a2b1b99d374b41bc333819.jpg,4908,3264,RBC,1803,838,1945,976
seq0357_jpg.rf.c3e0c8cd91a2b1b99d374b41bc333819.jpg,4908,3264,WBC,2252,1857,2384,1986
seq0357_jpg.rf.c3e0c8cd91a2b1b99d374b41bc333819.jpg,4908,3264,RBC,4816,1505,4908,1657
